user_id,action_date,action_name,error_message,device,type_of_purchase
283123,2023-01-29,checkout_annual_completepayment.click.success,NULL,desktop,"annual package"
283130,2022-07-30,checkout_annual_completepayment.click.success,NULL,desktop,"annual package"
283132,2022-07-30,checkout_data-strategy_completepayment.click.fail,"year field is required",mobile,"single course"
283133,2022-11-27,checkout_annual_completepayment.click.fail,"year field is required",desktop,"annual package"
283162,2022-07-31,checkout_monthly_completepayment.click.fail,"year field is required",mobile,"monthly package"
283176,2022-07-31,checkout_data-strategy_completepayment.click.success,NULL,mobile,"single course"
283206,2022-11-26,checkout_annual_completepayment.click.success,NULL,desktop,"annual package"
283239,2022-07-31,checkout_monthly_completepayment.click.fail,"Your card has insufficient funds.",desktop,"monthly package"
283286,2022-07-31,checkout_annual_completepayment.click.fail,"Your card does not support this type of purchase.",desktop,"annual package"
283300,2022-08-03,checkout_annual_completepayment.click.fail,"Your card was declined.",desktop,"annual package"
283310,2022-08-01,checkout_monthly_completepayment.click.fail,"Your card number is incorrect.",desktop,"monthly package"
283318,2022-08-01,checkout_annual_completepayment.click.fail,"Your card has insufficient funds.",desktop,"annual package"
283325,2022-08-01,checkout_annual_completepayment.click.fail,"Your card was declined.",desktop,"annual package"
283328,2022-08-01,checkout_monthly_completepayment.click.fail,"year field is required",desktop,"monthly package"
283357,2022-08-04,checkout_monthly_completepayment.click.fail,"Your card was declined.",desktop,"monthly package"
283400,2022-08-01,checkout_lifetime_completepayment.click.fail,"lastName field is required",desktop,"lifetime package"
283406,2022-08-05,checkout_annual_completepayment.click.success,NULL,desktop,"annual package"
283452,2022-08-07,checkout_annual_completepayment.click.success,NULL,desktop,"annual package"
283456,2022-08-05,checkout_monthly_completepayment.click.success,NULL,desktop,"monthly package"
283473,2022-08-01,checkout_sql-for-data-science-interviews_completepayment.click.success,NULL,desktop,"single course"
283510,2022-09-08,checkout_monthly_completepayment.click.success,NULL,desktop,"monthly package"
283573,2022-08-03,checkout_monthly_completepayment.click.success,NULL,desktop,"monthly package"
283576,2022-08-09,checkout_annual_completepayment.click.success,NULL,desktop,"annual package"
283591,2022-08-02,checkout_data-strategy_completepayment.click.success,NULL,desktop,"single course"
283598,2022-08-02,checkout_monthly_completepayment.click.success,NULL,desktop,"monthly package"
283612,2022-09-24,checkout_annual_completepayment.click.fail,"number field is required",desktop,"annual package"
283623,2022-08-09,checkout_annual_completepayment.click.success,NULL,desktop,"annual package"
283662,2022-08-28,checkout_data-strategy_completepayment.click.fail,"year field is required",desktop,"single course"
283691,2022-11-21,checkout_annual_completepayment.click.fail,"year field is required",desktop,"annual package"
283695,2022-08-03,checkout_data-strategy_completepayment.click.fail,"Your card was declined.",desktop,"single course"
283696,2022-08-06,checkout_monthly_completepayment.click.fail,"year field is required",desktop,"monthly package"
283720,2022-08-04,checkout_annual_completepayment.click.success,NULL,desktop,"annual package"
283745,2022-08-04,checkout_quarterly_completepayment.click.success,NULL,desktop,"quarterly package"
283806,2022-08-08,checkout_annual_completepayment.click.success,NULL,desktop,"annual package"
283809,2022-08-04,checkout_monthly_completepayment.click.fail,"year field is required",desktop,"monthly package"
283831,2022-08-04,checkout_data-strategy_completepayment.click.success,NULL,desktop,"single course"
283833,2022-08-04,checkout_business_completepayment.click.success,NULL,desktop,"single course"
283840,2022-07-04,checkout_annual_completepayment.click.fail,"number field is required",desktop,"annual package"
283852,2022-11-23,checkout_annual_completepayment.click.success,NULL,desktop,"annual package"
283854,2022-08-26,checkout_monthly_completepayment.click.fail,"Your card does not support this type of purchase.",desktop,"monthly package"
283859,2022-08-05,checkout_monthly_completepayment.click.fail,"Your card was declined.",desktop,"monthly package"
283923,2022-08-11,checkout_annual_completepayment.click.fail,"year field is required",desktop,"annual package"
283927,2022-08-04,checkout_annual_completepayment.click.fail,"year field is required",desktop,"annual package"
284011,2022-08-06,checkout_monthly_completepayment.click.fail,"year field is required",desktop,"monthly package"
284028,2022-08-05,checkout_annual_completepayment.click.fail,"Your card was declined.",desktop,"annual package"
284063,2022-08-05,checkout_annual_completepayment.click.fail,"Your card was declined.",desktop,"annual package"
284066,2022-08-05,checkout_annual_completepayment.click.fail,"State field is required",desktop,"annual package"
284067,2022-08-05,checkout_annual_completepayment.click.success,NULL,desktop,"annual package"
284141,2022-08-13,checkout_annual_completepayment.click.fail,"year field is required",mobile,"annual package"
284152,2022-08-06,checkout_annual_completepayment.click.success,NULL,desktop,"annual package"
284166,2022-08-19,checkout_annual_completepayment.click.fail,"Your card has insufficient funds.",desktop,"annual package"
284167,2022-08-06,checkout_annual_completepayment.click.success,NULL,desktop,"annual package"
284180,2022-08-11,checkout_monthly_completepayment.click.fail,"Your card has insufficient funds.",desktop,"monthly package"
284191,2022-11-22,checkout_annual_completepayment.click.fail,"year field is required",desktop,"annual package"
284241,2022-08-08,checkout_quarterly_completepayment.click.fail,"lastName field is required",desktop,"quarterly package"
284258,2022-08-07,checkout_monthly_completepayment.click.fail,"year field is required",desktop,"monthly package"
284266,2022-08-11,checkout_annual_completepayment.click.success,NULL,mobile,"annual package"
284292,2022-08-09,checkout_monthly_completepayment.click.success,NULL,desktop,"monthly package"
284311,2022-08-07,checkout_monthly_completepayment.click.success,NULL,desktop,"monthly package"
284320,2022-08-07,checkout_monthly_completepayment.click.success,NULL,desktop,"monthly package"
284342,2022-08-08,checkout_annual_completepayment.click.success,NULL,desktop,"annual package"
284344,2022-08-08,checkout_annual_completepayment.click.fail,"State field is required",desktop,"annual package"
284379,2022-08-08,checkout_annual_completepayment.click.success,NULL,desktop,"annual package"
284402,2022-08-09,checkout_annual_completepayment.click.success,NULL,desktop,"annual package"
284415,2022-08-10,checkout_monthly_completepayment.click.success,NULL,desktop,"monthly package"
284420,2022-08-08,checkout_annual_completepayment.click.fail,"lastName field is required",mobile,"annual package"
284423,2023-01-19,checkout_annual_completepayment.click.success,NULL,desktop,"annual package"
284438,2022-08-10,checkout_annual_completepayment.click.fail,"number field is required",desktop,"annual package"
284482,2022-08-19,checkout_monthly_completepayment.click.success,NULL,desktop,"monthly package"
284492,2022-08-09,checkout_monthly_completepayment.click.success,NULL,desktop,"monthly package"
284508,2022-11-19,checkout_monthly_completepayment.click.fail,"lastName field is required",desktop,"monthly package"
284512,2022-08-09,checkout_monthly_completepayment.click.fail,"State field is required",desktop,"monthly package"
284513,2022-11-23,checkout_annual_completepayment.click.success,NULL,desktop,"annual package"
284566,2022-08-10,checkout_annual_completepayment.click.fail,"Your card has insufficient funds.",mobile,"annual package"
284630,2022-08-10,checkout_sql-for-data-science-interviews_completepayment.click.success,NULL,desktop,"single course"
284633,2022-08-10,checkout_monthly_completepayment.click.success,NULL,desktop,"monthly package"
284643,2022-09-19,checkout_monthly_completepayment.click.success,NULL,desktop,"monthly package"
284657,2022-08-10,checkout_data-strategy_completepayment.click.fail,"number field is required",desktop,"single course"
284671,2022-08-10,checkout_annual_completepayment.click.fail,"Your card has insufficient funds.",desktop,"annual package"
284680,2022-08-11,checkout_monthly_completepayment.click.success,NULL,desktop,"monthly package"
284685,2022-11-28,checkout_annual_completepayment.click.success,NULL,mobile,"annual package"
284695,2022-08-10,checkout_data-strategy_completepayment.click.success,NULL,mobile,"single course"
284845,2022-10-06,checkout_coins_completepayment.click.fail,"number field is required",desktop,"single course"
284854,2022-08-11,checkout_quarterly_completepayment.click.success,NULL,mobile,"quarterly package"
284856,2022-11-27,checkout_annual_completepayment.click.fail,"Your card was declined.",desktop,"annual package"
284857,2022-08-11,checkout_data-strategy_completepayment.click.fail,"year field is required",desktop,"single course"
284873,2022-11-02,checkout_annual_completepayment.click.fail,"number field is required",mobile,"annual package"
284927,2022-08-31,checkout_annual_completepayment.click.fail,"number field is required",desktop,"annual package"
284954,2022-08-13,checkout_monthly_completepayment.click.success,NULL,desktop,"monthly package"
285154,2022-08-12,checkout_annual_completepayment.click.success,NULL,desktop,"annual package"
285201,2022-08-25,checkout_monthly_completepayment.click.success,NULL,desktop,"monthly package"
285252,2022-08-13,checkout_monthly_completepayment.click.success,NULL,desktop,"monthly package"
285322,2022-08-18,checkout_monthly_completepayment.click.success,NULL,desktop,"monthly package"
285410,2022-11-22,checkout_annual_completepayment.click.fail,"Your card was declined.",mobile,"annual package"
285411,2022-08-14,checkout_annual_completepayment.click.fail,"year field is required",desktop,"annual package"
285504,2022-09-23,checkout_annual_completepayment.click.fail,"State field is required",desktop,"annual package"
285670,2022-08-10,checkout_monthly_completepayment.click.fail,"number field is required",mobile,"monthly package"
285737,2022-08-27,checkout_monthly_completepayment.click.fail,"number field is required",desktop,"monthly package"
285743,2022-11-02,checkout_annual_completepayment.click.fail,"number field is required",desktop,"annual package"
285813,2022-08-15,checkout_annual_completepayment.click.fail,"number field is required",desktop,"annual package"
285878,2022-11-28,checkout_annual_completepayment.click.fail,"number field is required",desktop,"annual package"
285915,2022-08-15,checkout_annual_completepayment.click.fail,"Your card has insufficient funds.",desktop,"annual package"
285974,2022-11-05,checkout_annual_completepayment.click.fail,"number field is required",desktop,"annual package"
286190,2022-08-22,checkout_annual_completepayment.click.success,NULL,desktop,"annual package"
286273,2022-11-30,checkout_annual_completepayment.click.fail,"number field is required",desktop,"annual package"
286363,2022-12-21,checkout_coins_completepayment.click.fail,"Your card was declined.",desktop,"single course"
286418,2022-08-23,checkout_monthly_completepayment.click.success,NULL,desktop,"monthly package"
286487,2022-08-21,checkout_annual_completepayment.click.fail,"number field is required",desktop,"annual package"
286606,2022-08-21,checkout_monthly_completepayment.click.success,NULL,desktop,"monthly package"
286607,2022-08-23,checkout_monthly_completepayment.click.fail,"year field is required",desktop,"monthly package"
286616,2022-08-16,checkout_sql-for-data-science-interviews_completepayment.click.fail,"year field is required",desktop,"single course"
286717,2022-08-19,checkout_annual_completepayment.click.success,NULL,desktop,"annual package"
286723,2022-09-27,checkout_annual_completepayment.click.success,NULL,desktop,"annual package"
286735,2022-08-20,checkout_annual_completepayment.click.success,NULL,desktop,"annual package"
286739,2022-11-25,checkout_annual_completepayment.click.success,NULL,mobile,"annual package"
286753,2022-08-18,checkout_annual_completepayment.click.fail,"Your card does not support this type of purchase.",desktop,"annual package"
286802,2022-11-24,checkout_annual_completepayment.click.success,NULL,desktop,"annual package"
286819,2022-08-17,checkout_data-strategy_completepayment.click.fail,"year field is required",desktop,"single course"
286852,2022-12-05,checkout_monthly_completepayment.click.fail,"Your card's security code is incorrect.",desktop,"monthly package"
286865,2022-08-18,checkout_monthly_completepayment.click.success,NULL,desktop,"monthly package"
286881,2022-08-18,checkout_monthly_completepayment.click.fail,"number field is required",desktop,"monthly package"
286884,2022-08-18,checkout_monthly_completepayment.click.success,NULL,desktop,"monthly package"
286957,2022-08-17,checkout_annual_completepayment.click.fail,"Your card was declined.",mobile,"annual package"
286986,2023-01-18,checkout_annual_completepayment.click.success,NULL,desktop,"annual package"
287001,2022-11-22,checkout_annual_completepayment.click.fail,"lastName field is required",mobile,"annual package"
287003,2022-08-18,checkout_data-strategy_completepayment.click.success,NULL,desktop,"single course"
287006,2022-08-18,checkout_monthly_completepayment.click.fail,"Your card's security code is incorrect.",desktop,"monthly package"
287028,2022-08-18,checkout_monthly_completepayment.click.fail,"Your card was declined.",desktop,"monthly package"
287072,2022-08-21,checkout_monthly_completepayment.click.success,NULL,desktop,"monthly package"
287158,2022-09-09,checkout_monthly_completepayment.click.success,NULL,desktop,"monthly package"
287206,2022-08-19,checkout_quarterly_completepayment.click.fail,"number field is required",desktop,"quarterly package"
287214,2022-08-20,checkout_monthly_completepayment.click.success,NULL,desktop,"monthly package"
287238,2022-08-23,checkout_annual_completepayment.click.success,NULL,desktop,"annual package"
287253,2022-08-19,checkout_annual_completepayment.click.fail,"number field is required",desktop,"annual package"
287330,2022-08-23,checkout_monthly_completepayment.click.fail,"year field is required",desktop,"monthly package"
287334,2022-08-20,checkout_annual_completepayment.click.fail,"Your card is not supported for this currency. Please use a Visa or MasterCard card",desktop,"annual package"
287352,2022-08-24,checkout_annual_completepayment.click.fail,"number field is required",mobile,"annual package"
287434,2022-08-20,checkout_annual_completepayment.click.success,NULL,desktop,"annual package"
287436,2022-08-21,checkout_monthly_completepayment.click.fail,"zip field is required",mobile,"monthly package"
287450,2022-11-03,checkout_annual_completepayment.click.fail,"number field is required",desktop,"annual package"
287473,2022-08-28,checkout_annual_completepayment.click.success,NULL,desktop,"annual package"
287490,2022-08-31,checkout_annual_completepayment.click.success,NULL,desktop,"annual package"
287523,2022-08-21,checkout_quarterly_completepayment.click.fail,"number field is required",desktop,"quarterly package"
287531,2022-08-21,checkout_sql-for-data-science-interviews_completepayment.click.fail,"zip field is required",desktop,"single course"
287548,2022-08-22,checkout_annual_completepayment.click.fail,"year field is required",desktop,"annual package"
287553,2022-08-22,checkout_monthly_completepayment.click.fail,"Your card is not supported.",desktop,"monthly package"
287565,2022-11-29,checkout_annual_completepayment.click.fail,"Your card does not support this type of purchase.",desktop,"annual package"
287573,2022-10-25,checkout_monthly_completepayment.click.fail,"Your card has insufficient funds.",desktop,"monthly package"
287625,2022-08-22,checkout_annual_completepayment.click.fail,"State field is required",desktop,"annual package"
287632,2022-08-22,checkout_annual_completepayment.click.success,NULL,mobile,"annual package"
287688,2022-08-29,checkout_annual_completepayment.click.fail,"Your card does not support this type of purchase.",desktop,"annual package"
287721,2022-08-23,checkout_monthly_completepayment.click.fail,"Your card has insufficient funds.",desktop,"monthly package"
287737,2022-08-23,checkout_annual_completepayment.click.success,NULL,desktop,"annual package"
287739,2022-08-23,checkout_annual_completepayment.click.success,NULL,desktop,"annual package"
287819,2022-08-24,checkout_data-strategy_completepayment.click.success,NULL,desktop,"single course"
287896,2022-08-24,checkout_annual_completepayment.click.fail,"Your card was declined.",desktop,"annual package"
287916,2022-10-29,checkout_monthly_completepayment.click.fail,"year field is required",desktop,"monthly package"
287926,2022-08-24,checkout_monthly_completepayment.click.success,NULL,desktop,"monthly package"
287975,2022-09-01,checkout_monthly_completepayment.click.success,NULL,desktop,"monthly package"
287982,2022-08-25,checkout_monthly_completepayment.click.fail,"Your card was declined.",desktop,"monthly package"
288003,2022-08-25,checkout_monthly_completepayment.click.success,NULL,desktop,"monthly package"
288021,2022-10-11,checkout_annual_completepayment.click.fail,"year field is required",desktop,"annual package"
288038,2022-08-25,checkout_lifetime_completepayment.click.success,NULL,desktop,"lifetime package"
288041,2022-08-25,checkout_data-strategy_completepayment.click.success,NULL,desktop,"single course"
288076,2022-08-25,checkout_annual_completepayment.click.success,NULL,desktop,"annual package"
288098,2022-08-25,checkout_annual_completepayment.click.fail,"State field is required",mobile,"annual package"
288269,2022-08-27,checkout_annual_completepayment.click.success,NULL,desktop,"annual package"
288312,2022-08-27,checkout_data-strategy_completepayment.click.success,NULL,desktop,"single course"
288345,2022-08-28,checkout_annual_completepayment.click.fail,"Your card was declined.",desktop,"annual package"
288355,2022-08-22,checkout_annual_completepayment.click.fail,"number field is required",desktop,"annual package"
288359,2022-08-27,checkout_data-strategy_completepayment.click.success,NULL,mobile,"single course"
288377,2022-08-28,checkout_monthly_completepayment.click.fail,"year field is required",mobile,"monthly package"
288416,2023-01-15,checkout_monthly_completepayment.click.success,NULL,desktop,"monthly package"
288426,2022-08-28,checkout_data-strategy_completepayment.click.fail,"number field is required",desktop,"single course"
288434,2022-08-28,checkout_annual_completepayment.click.fail,"number field is required",desktop,"annual package"
288487,2022-09-01,checkout_annual_completepayment.click.success,NULL,desktop,"annual package"
288533,2022-08-29,checkout_annual_completepayment.click.success,NULL,desktop,"annual package"
288558,2022-11-26,checkout_annual_completepayment.click.success,NULL,desktop,"annual package"
288579,2022-08-29,checkout_annual_completepayment.click.success,NULL,desktop,"annual package"
288599,2022-08-29,checkout_annual_completepayment.click.success,NULL,desktop,"annual package"
288613,2022-09-01,checkout_quarterly_completepayment.click.fail,"zip field is required",desktop,"quarterly package"
288637,2022-08-30,checkout_monthly_completepayment.click.fail,"year field is required",desktop,"monthly package"
288663,2022-08-30,checkout_lifetime_completepayment.click.success,NULL,desktop,"lifetime package"
288665,2022-09-05,checkout_annual_completepayment.click.fail,"year field is required",desktop,"annual package"
288690,2022-08-30,checkout_annual_completepayment.click.success,NULL,desktop,"annual package"
288691,2022-09-05,checkout_annual_completepayment.click.success,NULL,desktop,"annual package"
288708,2022-11-23,checkout_annual_completepayment.click.fail,"year field is required",desktop,"annual package"
288719,2022-10-06,checkout_monthly_completepayment.click.fail,"number field is required",mobile,"monthly package"
288739,2022-11-22,checkout_annual_completepayment.click.fail,"number field is required",mobile,"annual package"
288770,2023-01-20,checkout_annual_completepayment.click.fail,"number field is required",desktop,"annual package"
288771,2022-08-30,checkout_annual_completepayment.click.success,NULL,desktop,"annual package"
288773,2022-09-01,checkout_annual_completepayment.click.success,NULL,desktop,"annual package"
288793,2022-08-30,checkout_monthly_completepayment.click.success,NULL,desktop,"monthly package"
288808,2022-08-31,checkout_annual_completepayment.click.fail,"lastName field is required",desktop,"annual package"
288809,2022-09-04,checkout_annual_completepayment.click.fail,"Your card's security code is incorrect.",mobile,"annual package"
288839,2022-10-03,checkout_annual_completepayment.click.fail,"State field is required",mobile,"annual package"
288884,2022-09-06,checkout_annual_completepayment.click.fail,"year field is required",desktop,"annual package"
288898,2022-08-31,checkout_monthly_completepayment.click.success,NULL,desktop,"monthly package"
288909,2022-09-07,checkout_annual_completepayment.click.fail,"Your card was declined.",desktop,"annual package"
288948,2022-10-15,checkout_lifetime_completepayment.click.fail,"lastName field is required",desktop,"lifetime package"
288968,2022-11-22,checkout_annual_completepayment.click.fail,"Your card was declined.",mobile,"annual package"
289003,2022-09-08,checkout_monthly_completepayment.click.fail,"Your card is not supported.",desktop,"monthly package"
289036,2022-09-01,checkout_data-strategy_completepayment.click.success,NULL,desktop,"single course"
289045,2022-09-01,checkout_data-strategy_completepayment.click.fail,"Your card was declined.",desktop,"single course"
289047,2022-09-08,checkout_annual_completepayment.click.success,NULL,desktop,"annual package"
289066,2022-09-01,checkout_annual_completepayment.click.success,NULL,desktop,"annual package"
289096,2022-09-02,checkout_monthly_completepayment.click.success,NULL,desktop,"monthly package"
289121,2022-09-02,checkout_annual_completepayment.click.success,NULL,desktop,"annual package"
289177,2022-09-03,checkout_monthly_completepayment.click.fail,"Your card was declined.",desktop,"monthly package"
289210,2022-09-02,checkout_annual_completepayment.click.fail,"Your card was declined.",desktop,"annual package"
289211,2022-07-21,checkout_annual_completepayment.click.fail,"Your card was declined.",desktop,"annual package"
289240,2022-09-03,checkout_annual_completepayment.click.fail,"year field is required",mobile,"annual package"
289244,2022-09-18,checkout_monthly_completepayment.click.success,NULL,desktop,"monthly package"
289255,2022-10-18,checkout_quarterly_completepayment.click.fail,"year field is required",desktop,"quarterly package"
289271,2022-09-03,checkout_annual_completepayment.click.fail,"number field is required",mobile,"annual package"
289339,2022-09-10,checkout_annual_completepayment.click.success,NULL,desktop,"annual package"
289359,2023-01-31,checkout_monthly_completepayment.click.fail,"year field is required",desktop,"monthly package"
289370,2022-12-26,checkout_annual_completepayment.click.fail,"Your card was declined.",desktop,"annual package"
289468,2022-09-05,checkout_annual_completepayment.click.success,NULL,mobile,"annual package"
289503,2022-09-09,checkout_annual_completepayment.click.success,NULL,desktop,"annual package"
289517,2022-09-07,checkout_monthly_completepayment.click.success,NULL,desktop,"monthly package"
289526,2022-09-06,checkout_monthly_completepayment.click.success,NULL,desktop,"monthly package"
289535,2022-09-20,checkout_annual_completepayment.click.fail,"year field is required",mobile,"annual package"
289538,2022-09-09,checkout_annual_completepayment.click.fail,"State field is required",desktop,"annual package"
289580,2022-09-06,checkout_monthly_completepayment.click.success,NULL,desktop,"monthly package"
289609,2022-09-06,checkout_monthly_completepayment.click.success,NULL,desktop,"monthly package"
289623,2022-09-07,checkout_monthly_completepayment.click.fail,"month field is required",mobile,"monthly package"
289630,2022-10-14,checkout_monthly_completepayment.click.fail,"number field is required",mobile,"monthly package"
289655,2022-09-29,checkout_annual_completepayment.click.fail,"zip field is required",mobile,"annual package"
289666,2022-09-06,checkout_annual_completepayment.click.success,NULL,desktop,"annual package"
289686,2022-09-20,checkout_monthly_completepayment.click.success,NULL,desktop,"monthly package"
289711,2022-09-07,checkout_annual_completepayment.click.fail,"State field is required",desktop,"annual package"
289717,2022-09-07,checkout_data-strategy_completepayment.click.fail,"Your card was declined.",desktop,"single course"
289723,2022-10-04,checkout_annual_completepayment.click.fail,"number field is required",mobile,"annual package"
289769,2022-09-21,checkout_monthly_completepayment.click.fail,"lastName field is required",desktop,"monthly package"
289798,2022-09-10,checkout_monthly_completepayment.click.success,NULL,desktop,"monthly package"
289802,2022-09-07,checkout_annual_completepayment.click.fail,"lastName field is required",desktop,"annual package"
289814,2022-11-22,checkout_annual_completepayment.click.success,NULL,desktop,"annual package"
289823,2022-10-19,checkout_annual_completepayment.click.success,NULL,desktop,"annual package"
289824,2022-09-09,checkout_annual_completepayment.click.fail,"Your card has insufficient funds.",desktop,"annual package"
289827,2022-09-07,checkout_monthly_completepayment.click.fail,"year field is required",desktop,"monthly package"
289881,2022-09-08,checkout_quarterly_completepayment.click.fail,"number field is required",desktop,"quarterly package"
289977,2022-12-13,checkout_quarterly_completepayment.click.fail,"number field is required",desktop,"quarterly package"
290084,2022-11-22,checkout_annual_completepayment.click.success,NULL,desktop,"annual package"
290095,2022-11-25,checkout_annual_completepayment.click.success,NULL,desktop,"annual package"
290226,2022-09-11,checkout_monthly_completepayment.click.fail,"year field is required",desktop,"monthly package"
290242,2022-11-22,checkout_annual_completepayment.click.success,NULL,desktop,"annual package"
290258,2023-01-11,checkout_monthly_completepayment.click.success,NULL,desktop,"monthly package"
290303,2022-09-11,checkout_annual_completepayment.click.fail,"number field is required",mobile,"annual package"
290350,2022-09-12,checkout_monthly_completepayment.click.fail,"year field is required",desktop,"monthly package"
290353,2022-09-12,checkout_data-strategy_completepayment.click.success,NULL,desktop,"single course"
290374,2022-09-12,checkout_annual_completepayment.click.fail,"year field is required",desktop,"annual package"
290378,2022-11-22,checkout_annual_completepayment.click.fail,"number field is required",desktop,"annual package"
290426,2022-09-12,checkout_annual_completepayment.click.success,NULL,desktop,"annual package"
290465,2022-09-29,checkout_annual_completepayment.click.success,NULL,desktop,"annual package"
290487,2022-11-24,checkout_annual_completepayment.click.success,NULL,desktop,"annual package"
290504,2022-11-25,checkout_annual_completepayment.click.success,NULL,desktop,"annual package"
290553,2022-09-13,checkout_annual_completepayment.click.fail,"number field is required",mobile,"annual package"
290590,2022-09-21,checkout_annual_completepayment.click.fail,"Your card was declined.",desktop,"annual package"
290676,2022-09-20,checkout_annual_completepayment.click.fail,"Your card was declined.",desktop,"annual package"
290733,2022-09-23,checkout_annual_completepayment.click.success,NULL,desktop,"annual package"
290737,2022-11-30,checkout_annual_completepayment.click.fail,"Your card has insufficient funds.",desktop,"annual package"
290746,2022-09-22,checkout_monthly_completepayment.click.success,NULL,desktop,"monthly package"
290775,2022-09-15,checkout_monthly_completepayment.click.fail,"zip field is required",desktop,"monthly package"
290832,2022-11-02,checkout_annual_completepayment.click.fail,"number field is required",desktop,"annual package"
290843,2022-10-03,checkout_monthly_completepayment.click.success,NULL,desktop,"monthly package"
290917,2022-09-16,checkout_monthly_completepayment.click.fail,"Your card's security code is incorrect.",desktop,"monthly package"
290920,2022-09-23,checkout_annual_completepayment.click.success,NULL,desktop,"annual package"
290929,2022-09-29,checkout_annual_completepayment.click.fail,"Your card was declined.",mobile,"annual package"
290953,2022-09-18,checkout_annual_completepayment.click.fail,"State field is required",desktop,"annual package"
290989,2022-09-23,checkout_annual_completepayment.click.success,NULL,desktop,"annual package"
290991,2022-09-16,checkout_annual_completepayment.click.success,NULL,desktop,"annual package"
291012,2023-01-03,checkout_monthly_completepayment.click.fail,"Your card is not supported.",desktop,"monthly package"
291024,2022-09-17,checkout_annual_completepayment.click.fail,"year field is required",mobile,"annual package"
291059,2022-09-17,checkout_monthly_completepayment.click.fail,"Your card has insufficient funds.",desktop,"monthly package"
291061,2022-10-12,checkout_monthly_completepayment.click.fail,"year field is required",mobile,"monthly package"
291088,2022-10-20,checkout_annual_completepayment.click.fail,"cvv field is required",desktop,"annual package"
291100,2022-09-17,checkout_data-strategy_completepayment.click.fail,"Your card was declined.",desktop,"single course"
291116,2022-09-18,checkout_annual_completepayment.click.fail,"number field is required",desktop,"annual package"
291148,2022-09-18,checkout_data-strategy_completepayment.click.success,NULL,desktop,"single course"
291165,2022-09-19,checkout_monthly_completepayment.click.fail,"lastName field is required",desktop,"monthly package"
291183,2022-11-23,checkout_annual_completepayment.click.success,NULL,desktop,"annual package"
291224,2022-12-01,checkout_annual_completepayment.click.fail,"Your card was declined.",desktop,"annual package"
291255,2022-09-19,checkout_annual_completepayment.click.fail,"number field is required",mobile,"annual package"
291256,2022-09-19,checkout_annual_completepayment.click.fail,"number field is required",mobile,"annual package"
291306,2022-09-28,checkout_monthly_completepayment.click.success,NULL,desktop,"monthly package"
291321,2022-09-23,checkout_monthly_completepayment.click.fail,"year field is required",desktop,"monthly package"
291334,2022-09-19,checkout_annual_completepayment.click.fail,"Your card was declined.",desktop,"annual package"
291347,2022-09-20,checkout_monthly_completepayment.click.success,NULL,desktop,"monthly package"
291349,2022-09-10,checkout_business_completepayment.click.fail,"number field is required",desktop,"single course"
291366,2022-09-19,checkout_annual_completepayment.click.success,NULL,desktop,"annual package"
291378,2022-09-20,checkout_annual_completepayment.click.fail,"Your card was declined.",mobile,"annual package"
291393,2022-09-20,checkout_annual_completepayment.click.fail,"number field is required",mobile,"annual package"
291398,2022-09-20,checkout_annual_completepayment.click.fail,"year field is required",mobile,"annual package"
291401,2022-09-20,checkout_quarterly_completepayment.click.success,NULL,desktop,"quarterly package"
291402,2022-09-20,checkout_annual_completepayment.click.fail,"zip field is required",desktop,"annual package"
291404,2022-09-20,checkout_annual_completepayment.click.fail,"Your card was declined.",mobile,"annual package"
291405,2022-11-23,checkout_annual_completepayment.click.fail,"firstName field is required",desktop,"annual package"
291412,2022-09-20,checkout_monthly_completepayment.click.fail,"Your card number is incorrect.",desktop,"monthly package"
291419,2022-09-20,checkout_annual_completepayment.click.fail,"number field is required",mobile,"annual package"
291425,2022-09-26,checkout_annual_completepayment.click.success,NULL,desktop,"annual package"
291430,2022-11-29,checkout_annual_completepayment.click.fail,"Your card does not support this type of purchase.",desktop,"annual package"
291452,2022-09-20,checkout_annual_completepayment.click.success,NULL,desktop,"annual package"
291458,2022-09-20,checkout_annual_completepayment.click.success,NULL,desktop,"annual package"
291474,2022-11-29,checkout_annual_completepayment.click.success,NULL,mobile,"annual package"
291487,2022-09-23,checkout_annual_completepayment.click.success,NULL,desktop,"annual package"
291512,2022-11-21,checkout_monthly_completepayment.click.fail,"Your card's security code is incorrect.",desktop,"monthly package"
291528,2022-11-24,checkout_annual_completepayment.click.success,NULL,desktop,"annual package"
291541,2022-11-27,checkout_annual_completepayment.click.fail,"lastName field is required",desktop,"annual package"
291565,2022-09-21,checkout_annual_completepayment.click.success,NULL,desktop,"annual package"
291575,2022-09-21,checkout_annual_completepayment.click.success,NULL,desktop,"annual package"
291589,2022-09-28,checkout_annual_completepayment.click.fail,"year field is required",desktop,"annual package"
291617,2022-09-22,checkout_annual_completepayment.click.fail,"cvv field is required",mobile,"annual package"
291725,2022-09-26,checkout_annual_completepayment.click.fail,"State field is required",desktop,"annual package"
291730,2022-09-23,checkout_annual_completepayment.click.fail,"Your card was declined.",desktop,"annual package"
291742,2022-09-22,checkout_monthly_completepayment.click.fail,"year field is required",desktop,"monthly package"
291743,2022-09-22,checkout_annual_completepayment.click.success,NULL,mobile,"annual package"
291744,2022-09-28,checkout_annual_completepayment.click.fail,"year field is required",desktop,"annual package"
291745,2022-09-22,checkout_annual_completepayment.click.fail,"State field is required",mobile,"annual package"
